Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
306,JaVale McGee,C,36,SAC,33,0,8.2,1.9,3.0,.636,0.0,0.1,.000,1.9,2.9,.656,.636,0.8,1.2,.625,1.0,2.0,3.0,0.4,0.2,0.6,0.9,1.2,4.6,2024
307,Bryce McGowens,SG,21,CHO,34,10,16.8,1.8,4.0,.444,0.7,1.9,.379,1.0,2.0,.507,.537,0.8,1.1,.730,0.4,1.4,1.7,0.9,0.3,0.1,0.6,1.4,5.1,2024
308,Jordan McLaughlin,PG,27,MIN,22,0,8.6,0.9,2.3,.380,0.5,1.3,.345,0.4,1.0,.429,.480,0.1,0.3,.500,0.3,0.7,1.0,1.8,0.7,0.2,0.3,0.4,2.3,2024
309,De'Anthony Melton,SG,25,PHI,33,33,29.1,3.9,9.9,.393,2.1,5.8,.363,1.8,4.1,.437,.500,1.9,2.3,.827,0.8,3.2,4.0,3.2,1.6,0.5,1.2,2.4,11.8,2024
310,Nathan Mensah,C,25,CHO,17,0,14.5,0.6,1.4,.435,0.0,0.0,,0.6,1.4,.435,.435,0.5,0.7,.750,1.5,1.8,3.2,0.5,0.2,0.6,0.8,3.0,1.7,2024
311,Sam Merrill,SG,27,CLE,26,0,16.2,2.9,6.8,.427,2.5,5.9,.431,0.4,1.0,.400,.612,0.4,0.4,.909,0.5,1.7,2.2,1.7,0.3,0.0,0.3,1.3,8.8,2024
312,Chimezie Metu,C,26,PHO,32,5,13.0,2.0,3.9,.508,0.5,1.6,.294,1.5,2.3,.658,.569,1.2,1.3,.884,0.7,2.4,3.1,0.5,0.6,0.3,0.8,1.2,5.6,2024
313,Vasilije Micić,PG,30,OKC,22,0,12.0,1.3,3.2,.414,0.4,1.6,.257,0.9,1.6,.571,.479,0.4,0.5,.818,0.0,0.7,0.7,2.6,0.4,0.1,0.6,1.0,3.5,2024
314,Khris Middleton,SF,32,MIL,37,37,25.7,5.6,11.5,.487,1.7,4.5,.377,3.9,7.0,.558,.561,1.8,2.2,.827,0.6,3.6,4.2,4.9,0.9,0.3,2.1,2.3,14.7,2024
315,Brandon Miller,SF,21,CHO,35,29,30.5,5.5,12.7,.435,2.1,5.5,.382,3.5,7.3,.475,.517,1.7,2.1,.819,0.9,3.1,3.9,2.2,0.7,0.5,1.6,2.6,14.9,2024
316,Jordan Miller,SF,24,LAC,4,0,4.0,0.8,1.3,.600,0.3,0.3,1.000,0.5,1.0,.500,.700,0.0,0.0,,0.5,0.3,0.8,0.0,0.0,0.0,0.3,0.5,1.8,2024
317,Leonard Miller,SF,20,MIN,5,0,3.8,1.2,1.8,.667,0.2,0.6,.333,1.0,1.2,.833,.722,0.0,0.0,,0.0,1.8,1.8,0.2,0.2,0.2,0.2,0.6,2.6,2024
318,Dariq Whitehead,SF,19,BRK,2,0,12.0,0.5,2.5,.200,0.0,1.5,.000,0.5,1.0,.500,.200,0.5,1.0,.500,0.0,2.0,2.0,1.5,0.0,0.5,0.0,0.0,1.5,2024
319,Patty Mills,PG,35,ATL,12,0,11.0,1.1,2.6,.419,0.8,1.8,.476,0.3,0.8,.300,.581,0.0,0.0,,0.2,0.8,0.9,0.8,0.4,0.1,0.4,1.3,3.0,2024
320,Shake Milton,SG,27,MIN,34,0,13.1,1.7,4.2,.403,0.4,1.5,.255,1.3,2.7,.484,.448,1.1,1.3,.818,0.1,1.2,1.3,1.3,0.4,0.1,0.8,1.2,4.9,2024
321,Justin Minaya,SF,24,POR,11,0,8.5,0.5,1.5,.353,0.3,0.9,.300,0.3,0.6,.429,.441,0.3,0.5,.500,0.5,0.5,1.0,0.4,0.3,0.4,0.2,0.7,1.6,2024
322,Josh Minott,SF,21,MIN,15,0,3.1,0.5,1.2,.444,0.0,0.3,.000,0.5,0.9,.615,.444,0.7,0.8,.833,0.1,0.1,0.2,0.2,0.1,0.2,0.1,0.4,1.7,2024
323,Davion Mitchell,PG,25,SAC,32,3,12.4,1.3,3.7,.361,0.4,1.8,.237,0.9,1.9,.483,.420,0.4,0.5,.750,0.2,0.8,0.9,1.8,0.2,0.1,0.5,1.1,3.5,2024
324,Donovan Mitchell,SG,27,CLE,32,32,35.4,9.6,20.8,.462,3.1,8.9,.349,6.5,12.0,.546,.536,5.4,6.1,.883,1.0,4.3,5.4,6.1,2.0,0.4,2.7,2.1,27.8,2024
325,Evan Mobley,PF,22,CLE,21,21,33.6,6.8,11.8,.573,0.1,0.5,.200,6.7,11.3,.588,.577,2.4,3.1,.769,2.7,7.8,10.5,2.9,0.8,1.7,2.3,2.9,16.0,2024
326,Isaiah Mobley,PF,24,CLE,3,0,4.7,0.7,1.3,.500,0.3,0.7,.500,0.3,0.7,.500,.625,0.0,0.0,,0.0,0.7,0.7,1.3,0.3,0.0,0.3,0.7,1.7,2024
327,Malik Monk,SG,25,SAC,41,0,26.0,5.1,11.7,.436,2.5,6.4,.391,2.6,5.3,.491,.543,2.4,2.9,.822,0.4,2.2,2.6,5.5,0.6,0.7,2.1,2.0,15.0,2024
328,Moses Moody,SG,21,GSW,34,4,18.0,3.1,6.5,.482,1.1,3.1,.358,2.0,3.4,.595,.568,1.3,1.7,.789,1.1,2.0,3.1,0.8,0.7,0.3,0.7,1.4,8.7,2024
329,Xavier Moon,SG,29,LAC,2,0,6.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.0,1.0,1.0,1.5,0.0,0.0,0.5,0.5,1.0,2024
330,Taze Moore,SG,25,POR,1,0,4.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2024
331,Wendell Moore Jr.,SG,22,MIN,10,0,3.0,0.3,0.5,.600,0.0,0.2,.000,0.3,0.3,1.000,.600,0.0,0.0,,0.0,0.3,0.3,0.1,0.3,0.1,0.2,0.3,0.6,2024
332,Ja Morant,PG,24,MEM,9,9,35.3,8.9,18.9,.471,1.6,5.7,.275,7.3,13.2,.555,.512,5.8,7.1,.813,0.7,4.9,5.6,8.1,0.8,0.6,3.0,2.1,25.1,2024
333,Marcus Morris,PF,34,PHI,33,5,16.3,2.2,5.1,.443,1.0,2.3,.416,1.3,2.7,.467,.539,0.8,1.0,.844,0.5,2.3,2.9,0.7,0.3,0.3,0.4,1.7,6.3,2024
334,Markieff Morris,PF,34,DAL,16,1,9.4,0.9,2.9,.319,0.6,1.8,.321,0.4,1.2,.316,.415,0.2,0.3,.750,0.3,1.5,1.8,0.7,0.3,0.1,0.6,0.7,2.6,2024
335,Trey Murphy III,SF,23,NOP,19,2,25.6,4.3,9.8,.433,2.6,6.8,.385,1.6,3.0,.544,.567,2.0,2.5,.809,0.4,3.2,3.6,2.0,0.8,0.4,0.6,1.2,13.2,2024
336,Dejounte Murray,SG,27,ATL,43,43,34.8,8.2,17.5,.471,2.4,6.1,.390,5.8,11.3,.514,.539,2.5,3.0,.832,0.7,4.3,5.0,5.0,1.3,0.3,2.2,1.7,21.4,2024
337,Jamal Murray,PG,26,DEN,30,30,31.1,7.9,16.5,.479,2.3,5.7,.409,5.6,10.8,.515,.549,2.8,3.2,.875,0.6,3.3,3.8,6.5,0.8,0.7,1.9,2.1,20.9,2024
338,Keegan Murray,SF,23,SAC,38,38,32.8,6.1,13.1,.468,2.4,6.6,.369,3.7,6.6,.566,.560,1.4,1.8,.791,1.4,4.2,5.6,1.6,1.2,0.5,0.9,2.6,16.1,2024
339,Kris Murray,SF,23,POR,26,0,12.3,1.3,3.4,.398,0.6,1.7,.333,0.8,1.7,.465,.483,0.3,0.4,.727,0.7,1.2,1.8,0.6,0.8,0.2,0.5,0.7,3.6,2024
340,Mike Muscala,C,32,TOT,27,2,14.2,1.4,3.7,.384,0.7,2.2,.322,0.7,1.5,.475,.480,0.6,0.8,.727,0.9,2.1,3.1,1.0,0.2,0.4,0.6,1.3,4.1,2024
340,Mike Muscala,C,32,WAS,24,2,14.1,1.4,3.8,.367,0.6,2.1,.275,0.8,1.6,.487,.444,0.6,0.8,.750,0.9,2.2,3.1,0.9,0.2,0.3,0.7,1.3,4.0,2024
340,Mike Muscala,C,32,DET,3,0,15.0,1.7,3.0,.556,1.7,2.7,.625,0.0,0.3,.000,.833,0.3,0.7,.500,1.0,1.7,2.7,1.3,0.3,1.0,0.3,1.3,5.3,2024
341,Svi Mykhailiuk,SF,26,BOS,19,0,7.9,0.8,2.7,.294,0.5,2.1,.250,0.3,0.6,.455,.392,0.2,0.3,.500,0.3,0.6,0.9,0.3,0.3,0.0,0.3,0.6,2.3,2024
342,Larry Nance Jr.,C,31,NOP,26,0,17.6,2.2,3.8,.576,0.5,1.2,.467,1.7,2.7,.623,.646,0.8,1.0,.778,1.4,3.7,5.1,1.2,1.0,0.4,0.8,1.2,5.7,2024
343,Pete Nance,PF,23,CLE,1,0,3.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
344,Andrew Nembhard,PG,24,IND,29,11,20.6,3.4,7.1,.476,0.7,2.0,.328,2.7,5.1,.534,.522,0.6,0.8,.750,0.6,1.1,1.7,4.2,0.9,0.0,1.9,2.1,8.0,2024
345,Aaron Nesmith,SF,24,IND,38,13,25.5,4.2,8.2,.510,2.1,4.5,.465,2.1,3.7,.564,.638,1.1,1.6,.694,0.8,2.4,3.3,1.1,1.1,0.7,0.9,3.3,11.6,2024
346,Georges Niang,PF,30,CLE,41,1,22.2,3.5,8.0,.434,1.9,5.0,.367,1.6,2.9,.550,.550,0.6,0.7,.821,0.3,3.5,3.8,1.2,0.3,0.2,0.8,2.4,9.3,2024
347,Daishen Nix,PG,21,MIN,6,0,3.5,0.5,1.3,.375,0.3,0.8,.400,0.2,0.5,.333,.500,0.0,0.3,.000,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,1.3,2024
348,Zeke Nnaji,PF,23,DEN,35,0,9.5,1.2,2.5,.477,0.1,0.4,.333,1.0,2.0,.507,.506,0.7,1.1,.641,1.1,1.0,2.1,0.5,0.3,0.6,0.7,1.6,3.2,2024
349,Jaylen Nowell,SG,24,MEM,9,1,17.3,2.4,6.1,.400,0.4,2.6,.174,2.0,3.6,.563,.436,0.3,0.3,1.000,0.3,1.2,1.6,1.8,0.3,0.0,0.6,1.4,5.7,2024
350,Markquis Nowell,SG,24,TOR,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,2.0,2.0,1.000,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2024
351,Frank Ntilikina,PG,25,CHO,1,0,4.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2024
352,Jusuf Nurkić,C,29,PHO,41,41,27.7,4.5,9.1,.495,0.5,1.9,.273,4.0,7.2,.552,.523,2.4,3.3,.713,2.7,7.9,10.6,3.6,0.9,1.1,2.0,3.3,11.9,2024
353,Jordan Nwora,SF,25,TOT,19,0,9.8,2.0,4.4,.458,0.6,1.9,.324,1.4,2.4,.565,.530,0.5,0.6,.818,0.4,1.3,1.7,0.9,0.3,0.1,0.6,1.0,5.1,2024
353,Jordan Nwora,SF,25,IND,18,0,10.2,2.1,4.6,.451,0.6,2.0,.306,1.4,2.6,.565,.518,0.5,0.6,.818,0.4,1.4,1.8,1.0,0.3,0.1,0.7,1.1,5.2,2024
353,Jordan Nwora,SF,25,TOR,1,0,4.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2024
354,Royce O'Neale,SF,30,BRK,41,6,24.8,2.5,6.6,.373,1.9,5.3,.352,0.6,1.3,.462,.515,0.3,0.5,.650,0.8,3.8,4.6,3.0,0.7,0.6,1.0,2.4,7.1,2024
355,Chuma Okeke,SF,25,ORL,27,8,13.2,1.3,3.4,.387,0.8,2.6,.319,0.5,0.9,.583,.505,0.1,0.2,.400,0.7,2.0,2.6,0.6,0.3,0.3,0.4,0.6,3.6,2024
356,Josh Okogie,SG,25,PHO,37,11,18.4,1.5,3.9,.396,0.4,1.8,.235,1.1,2.1,.539,.451,1.6,2.2,.732,1.3,1.5,2.8,1.3,0.9,0.5,0.6,1.5,5.1,2024
357,Onyeka Okongwu,C,23,ATL,42,3,24.8,3.6,6.2,.587,0.3,1.1,.292,3.3,5.0,.654,.614,1.7,2.1,.800,2.5,4.2,6.8,1.4,0.4,1.0,0.9,3.0,9.3,2024
358,Isaac Okoro,SF,23,CLE,32,21,26.1,3.2,6.5,.493,0.9,2.5,.358,2.3,3.9,.579,.563,1.4,2.1,.676,1.3,2.1,3.4,2.0,0.8,0.4,0.9,2.3,8.7,2024
359,Kelly Olynyk,C,32,UTA,42,8,20.8,2.9,5.3,.548,0.7,1.7,.411,2.2,3.5,.615,.615,1.5,1.7,.861,1.3,3.8,5.1,4.4,0.9,0.3,1.7,2.8,8.0,2024
360,Eugene Omoruyi,SF,26,WAS,19,0,5.8,1.7,2.9,.582,0.3,0.9,.294,1.4,2.0,.711,.627,0.8,1.1,.762,0.6,0.9,1.5,0.6,0.5,0.1,0.5,1.1,4.5,2024
361,Cedi Osman,SF,28,SAS,43,1,17.9,2.7,5.7,.477,1.2,3.1,.373,1.5,2.5,.606,.580,0.7,1.0,.667,0.4,2.2,2.6,1.8,0.5,0.1,0.6,1.6,7.2,2024
362,Kelly Oubre Jr.,SF,28,PHI,30,19,27.2,4.7,10.1,.467,1.6,4.5,.363,3.1,5.6,.550,.548,1.6,2.3,.710,0.9,3.3,4.2,1.0,1.2,0.4,0.9,2.7,12.7,2024
363,Chris Paul,PG,38,GSW,32,11,27.6,3.3,7.7,.424,1.3,3.7,.361,1.9,3.9,.484,.512,1.1,1.3,.833,0.3,3.5,3.8,7.2,1.1,0.1,1.2,1.8,8.9,2024
364,Cameron Payne,PG,29,MIL,39,2,15.3,2.3,4.8,.473,1.1,2.8,.396,1.1,1.9,.587,.591,0.9,1.0,.895,0.1,1.1,1.2,2.4,0.4,0.1,0.7,1.6,6.5,2024
365,Gary Payton II,SG,31,GSW,16,0,16.3,2.3,4.9,.456,0.6,2.0,.281,1.7,2.9,.574,.513,0.4,0.6,.667,1.0,2.0,3.0,0.8,1.1,0.3,0.6,1.8,5.4,2024
366,Drew Peterson,PF,24,BOS,1,0,3.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2024
367,Filip Petrušev,C,23,TOT,3,0,3.3,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.3,0.7,.500,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0,2024
367,Filip Petrušev,C,23,PHI,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
367,Filip Petrušev,C,23,SAC,2,0,3.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.5,1.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,2024
368,Julian Phillips,SF,20,CHI,22,0,4.5,0.4,1.1,.333,0.0,0.5,.083,0.3,0.5,.583,.354,0.0,0.2,.250,0.1,0.4,0.5,0.3,0.0,0.1,0.1,0.5,0.8,2024
369,Jalen Pickett,SG,24,DEN,15,0,6.0,0.7,1.7,.440,0.5,1.2,.389,0.3,0.5,.571,.580,0.1,0.1,1.000,0.1,0.7,0.7,0.7,0.2,0.0,0.4,0.5,2.1,2024
370,Scotty Pippen Jr.,PG,23,MEM,1,0,5.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,1.0,1.0,1.000,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2024
371,Mason Plumlee,C,33,LAC,11,2,15.7,2.2,3.1,.706,0.0,0.0,,2.2,3.1,.706,.706,1.8,3.1,.588,1.1,3.7,4.8,1.1,0.5,0.4,0.5,1.4,6.2,2024
372,Brandin Podziemski,SG,20,GSW,34,10,24.4,3.6,7.9,.457,1.3,3.4,.391,2.3,4.5,.506,.541,0.6,1.1,.611,1.5,4.0,5.5,3.3,0.9,0.1,1.2,1.9,9.2,2024
373,Jakob Poeltl,C,28,TOR,36,36,26.5,4.7,6.9,.685,0.0,0.0,,4.7,6.9,.685,.685,1.2,2.2,.532,2.8,5.6,8.3,2.5,0.7,1.4,1.6,2.9,10.6,2024
374,Aleksej Pokusevski,PF,22,OKC,7,0,6.1,0.3,1.6,.182,0.1,1.1,.125,0.1,0.4,.333,.227,0.1,0.3,.500,0.3,0.9,1.1,0.7,0.0,0.1,0.4,0.7,0.9,2024
375,Jordan Poole,SG,24,WAS,41,41,29.2,6.0,14.5,.413,2.0,6.3,.308,4.0,8.2,.496,.481,2.8,3.2,.870,0.4,1.9,2.3,3.5,1.0,0.3,2.2,3.1,16.7,2024
376,Craig Porter Jr.,PG,23,CLE,28,5,16.5,3.0,5.9,.512,0.3,0.8,.333,2.8,5.1,.538,.534,1.1,1.6,.682,0.5,2.3,2.8,3.3,0.6,0.4,1.2,1.1,7.3,2024
377,Jontay Porter,PF,24,TOR,11,5,15.6,1.7,5.0,.345,0.7,2.6,.276,1.0,2.4,.423,.418,0.7,0.7,1.000,1.1,2.3,3.4,2.2,0.7,1.0,0.7,1.9,4.9,2024
378,Michael Porter Jr.,SF,25,DEN,44,44,31.4,6.3,12.9,.485,2.8,6.9,.405,3.5,6.0,.577,.593,1.0,1.4,.767,1.2,5.9,7.1,1.4,0.5,0.8,1.1,2.0,16.4,2024
379,Otto Porter Jr.,SF,30,TOR,15,1,11.6,0.9,2.2,.424,0.5,1.5,.348,0.4,0.7,.600,.545,0.2,0.2,1.000,0.4,1.5,1.9,0.5,0.3,0.3,0.1,1.3,2.6,2024
380,Bobby Portis,PF,28,MIL,43,0,23.3,5.0,9.9,.506,1.0,2.9,.366,4.0,7.1,.563,.559,1.3,1.6,.771,1.6,5.1,6.7,1.0,0.7,0.5,0.9,2.5,12.3,2024
381,Kristaps Porziņģis,C,28,BOS,32,32,30.0,6.5,12.3,.525,1.8,5.1,.350,4.7,7.2,.649,.598,4.8,5.8,.837,1.7,5.2,6.8,2.0,0.7,1.9,1.6,2.9,19.5,2024
382,Micah Potter,PF,25,UTA,2,0,3.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
383,Dwight Powell,C,32,DAL,39,8,16.0,1.6,2.2,.709,0.0,0.1,.500,1.5,2.2,.714,.715,1.4,1.9,.753,1.8,2.1,3.9,1.7,0.6,0.4,0.5,2.2,4.6,2024
384,Norman Powell,SG,30,LAC,41,0,25.5,4.6,9.3,.497,2.1,4.5,.457,2.6,4.8,.536,.609,2.0,2.3,.875,0.1,2.2,2.4,1.0,0.6,0.4,0.9,1.9,13.4,2024
385,Joshua Primo,SG,21,LAC,1,0,5.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,2024
386,Taurean Prince,PF,29,LAL,41,41,30.6,3.5,8.2,.426,2.1,5.5,.387,1.4,2.7,.505,.555,0.7,0.9,.737,0.3,2.6,2.9,1.8,0.9,0.5,0.9,2.2,9.8,2024
387,Payton Pritchard,PG,26,BOS,44,0,21.2,2.8,6.7,.420,1.7,4.5,.378,1.1,2.2,.505,.546,0.5,0.7,.774,1.0,2.3,3.3,3.0,0.5,0.1,0.6,1.3,7.8,2024
388,Olivier-Maxence Prosper,PF,21,DAL,23,0,9.3,1.0,2.7,.349,0.3,1.3,.258,0.6,1.4,.438,.413,0.8,1.2,.704,0.7,1.6,2.3,0.8,0.1,0.1,0.2,0.7,3.1,2024
389,Trevelin Queen,SG,26,ORL,10,0,14.9,1.4,3.4,.412,0.3,1.4,.214,1.1,2.0,.550,.456,0.9,1.2,.750,0.3,1.5,1.8,1.7,0.7,0.5,0.7,1.4,4.0,2024
390,Neemias Queta,C,24,BOS,16,0,12.9,1.9,3.4,.556,0.0,0.0,,1.9,3.4,.556,.556,0.9,1.1,.778,2.0,2.6,4.6,0.4,0.4,0.4,0.4,2.3,4.6,2024
391,Immanuel Quickley,SG-PG,24,TOT,42,12,26.2,5.2,11.9,.440,2.3,5.6,.410,2.9,6.3,.466,.536,2.8,3.2,.866,0.2,2.9,3.1,3.5,0.6,0.1,1.1,1.6,15.5,2024
391,Immanuel Quickley,SG,24,NYK,30,0,24.0,5.1,11.2,.454,2.1,5.4,.395,2.9,5.8,.509,.549,2.7,3.1,.872,0.2,2.4,2.6,2.5,0.5,0.1,1.0,1.5,15.0,2024
391,Immanuel Quickley,PG,24,TOR,12,12,31.8,5.6,13.6,.411,2.7,6.0,.444,2.9,7.6,.385,.509,2.8,3.3,.850,0.3,4.3,4.6,6.1,0.8,0.2,1.4,2.0,16.7,2024
392,Lester Quinones,SG,23,GSW,8,0,6.8,1.0,2.6,.381,0.6,1.5,.417,0.4,1.1,.333,.500,0.1,0.3,.500,0.4,0.8,1.1,0.6,0.1,0.1,0.5,0.8,2.8,2024
393,Julius Randle,PF,29,NYK,43,43,35.6,8.7,18.3,.472,1.6,5.4,.300,7.0,12.9,.544,.516,5.2,6.7,.771,2.1,7.1,9.3,4.9,0.6,0.3,3.5,2.7,24.1,2024
394,Duop Reath,C,27,POR,30,11,18.4,3.5,7.4,.475,1.4,3.8,.372,2.1,3.7,.582,.570,1.1,1.4,.786,1.5,2.6,4.1,1.2,0.5,0.5,0.8,2.5,9.6,2024
395,Austin Reaves,SG,25,LAL,44,19,30.1,5.2,10.7,.490,1.5,4.4,.349,3.7,6.2,.591,.563,3.0,3.4,.873,0.8,3.4,4.2,5.1,0.9,0.1,2.1,1.8,15.0,2024
396,Cam Reddish,SF,24,LAL,34,26,23.5,2.4,5.9,.400,0.9,2.7,.330,1.5,3.2,.459,.475,1.0,1.2,.833,0.6,1.9,2.5,1.4,1.2,0.2,0.9,1.6,6.6,2024
397,Paul Reed,C,24,PHI,42,8,15.3,2.4,4.4,.548,0.1,0.5,.316,2.3,4.0,.575,.565,0.6,0.9,.722,1.9,2.8,4.7,1.1,0.6,0.7,0.8,2.2,5.6,2024
398,Naz Reid,C,24,MIN,43,0,22.4,4.8,9.5,.505,2.0,4.8,.411,2.8,4.7,.601,.609,1.2,1.5,.794,1.0,3.6,4.6,1.0,0.8,0.7,1.3,2.0,12.8,2024
399,Jared Rhoden,SG,24,DET,5,0,6.0,1.0,1.8,.556,0.2,0.8,.250,0.8,1.0,.800,.611,0.4,0.4,1.000,0.2,0.6,0.8,0.6,0.0,0.0,0.4,0.8,2.6,2024
400,Nick Richards,C,26,CHO,32,19,24.3,3.4,5.1,.675,0.0,0.0,,3.4,5.1,.675,.675,1.8,2.4,.763,2.4,5.2,7.6,0.8,0.4,1.3,0.9,2.7,8.7,2024
401,Josh Richardson,SG,30,MIA,34,4,26.2,3.4,8.0,.428,1.5,4.3,.345,1.9,3.7,.524,.520,1.3,1.4,.938,0.4,2.3,2.7,2.5,0.6,0.4,1.0,1.8,9.6,2024
402,Duncan Robinson,SF,29,MIA,41,17,28.6,4.8,10.4,.458,2.9,7.0,.411,1.9,3.4,.553,.595,1.4,1.6,.875,0.3,2.3,2.6,3.0,0.6,0.2,1.4,2.2,13.7,2024
403,Jerome Robinson,SG,26,GSW,6,0,3.8,0.0,1.2,.000,0.0,0.7,.000,0.0,0.5,.000,.000,0.7,1.0,.667,0.2,0.3,0.5,0.2,0.0,0.2,0.0,0.2,0.7,2024
404,Mitchell Robinson,C,25,NYK,21,21,29.2,2.8,4.7,.592,0.0,0.0,,2.8,4.7,.592,.592,0.7,1.8,.368,5.3,5.0,10.3,0.7,1.5,1.3,1.0,1.9,6.2,2024
405,Orlando Robinson,C,23,MIA,18,7,12.3,1.7,3.3,.525,0.4,0.7,.583,1.3,2.6,.511,.585,0.6,0.9,.688,1.0,2.3,3.3,1.5,0.3,0.4,0.7,1.6,4.4,2024
406,Jeremiah Robinson-Earl,PF,23,NOP,17,1,11.5,1.6,3.0,.529,0.5,1.1,.421,1.1,1.9,.594,.608,0.4,0.4,1.000,0.6,2.0,2.6,0.5,0.4,0.2,0.5,0.8,4.0,2024
407,David Roddy,PF,22,MEM,40,9,22.5,3.1,7.5,.410,1.0,3.1,.312,2.1,4.4,.480,.475,0.9,1.2,.714,1.0,2.9,3.9,1.4,0.5,0.2,1.0,1.4,8.0,2024
408,Ryan Rollins,PG,21,WAS,10,0,6.6,1.3,2.5,.520,0.2,0.3,.667,1.1,2.2,.500,.560,1.3,1.7,.765,0.2,0.9,1.1,1.1,0.8,0.3,0.7,0.7,4.1,2024
409,Derrick Rose,PG,35,MEM,17,7,17.9,3.3,7.5,.438,0.6,1.9,.333,2.6,5.6,.474,.480,1.1,1.2,.905,0.4,1.4,1.8,3.4,0.4,0.1,1.3,1.1,8.4,2024
410,Terry Rozier,SG,29,CHO,30,30,35.5,8.4,18.3,.459,2.8,7.7,.358,5.6,10.6,.533,.535,3.6,4.3,.845,0.6,3.3,3.9,6.6,1.1,0.4,2.2,1.7,23.2,2024
411,Rayan Rupert,SG,19,POR,14,0,7.5,1.0,2.9,.350,0.4,1.1,.375,0.6,1.7,.333,.425,0.4,0.6,.625,0.4,0.9,1.4,0.7,0.1,0.0,0.4,0.4,2.8,2024
412,D'Angelo Russell,PG,27,LAL,40,33,29.7,6.2,12.8,.481,2.4,5.7,.412,3.8,7.1,.537,.573,1.6,2.1,.780,0.3,2.4,2.7,6.1,0.8,0.5,1.9,2.0,16.3,2024
413,Matt Ryan,SF,26,NOP,13,1,22.9,2.9,6.4,.458,2.5,5.2,.471,0.5,1.2,.400,.651,1.0,1.1,.929,0.4,1.9,2.3,1.1,0.4,0.1,1.2,1.8,9.3,2024
414,Domantas Sabonis,C,27,SAC,42,42,35.3,8.0,13.1,.610,0.5,1.1,.404,7.5,12.0,.629,.627,3.5,5.2,.677,3.2,9.6,12.8,7.9,0.8,0.5,3.3,3.2,20.0,2024
415,Luka Šamanić,PF,24,UTA,19,0,6.4,1.1,2.9,.382,0.3,1.1,.250,0.8,1.8,.457,.427,0.6,0.7,.846,0.4,1.6,2.0,0.2,0.1,0.1,0.5,0.7,3.1,2024
416,Jermaine Samuels,SF,25,HOU,6,0,6.3,0.8,1.2,.714,0.0,0.3,.000,0.8,0.8,1.000,.714,0.3,0.3,1.000,0.2,1.2,1.3,0.3,0.2,0.2,0.0,0.5,2.0,2024
417,Adama Sanogo,PF,21,CHI,3,0,3.7,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.7,1.0,.667,0.7,1.3,2.0,0.0,0.0,0.0,0.3,0.0,2.7,2024
418,Gui Santos,PF,21,GSW,5,0,6.4,0.8,2.0,.400,0.2,1.2,.167,0.6,0.8,.750,.450,1.2,1.2,1.000,0.8,1.4,2.2,0.4,0.0,0.0,0.4,0.6,3.0,2024
419,Dario Šarić,C,29,GSW,40,7,20.9,3.6,7.6,.480,1.5,3.9,.396,2.1,3.7,.568,.581,1.7,2.0,.850,1.4,4.3,5.7,2.4,0.6,0.2,1.3,2.2,10.5,2024
