Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
190,Sam Hauser,SF,26,BOS,43,5,21.8,2.8,6.4,.437,2.2,5.5,.403,0.6,0.9,.641,.610,0.3,0.3,.846,0.7,2.9,3.7,1.0,0.4,0.3,0.5,1.4,8.1,2024
191,Jordan Hawkins,SG,21,NOP,38,10,21.9,3.7,8.8,.414,2.2,5.7,.392,1.4,3.1,.454,.540,1.5,1.8,.836,0.6,2.2,2.8,1.4,0.4,0.1,0.8,1.5,11.0,2024
192,Jaxson Hayes,C,23,LAL,35,1,9.7,1.2,1.9,.662,0.0,0.1,.000,1.2,1.7,.717,.662,0.4,0.8,.536,0.5,1.3,1.7,0.3,0.2,0.3,0.5,1.8,2.9,2024
193,Killian Hayes,PG,22,DET,38,28,24.4,2.9,7.1,.409,0.5,1.8,.279,2.4,5.3,.453,.444,0.8,1.2,.681,0.3,2.4,2.7,4.9,0.9,0.5,1.2,1.9,7.1,2024
194,Gordon Hayward,SF,33,CHO,25,25,31.9,5.6,11.9,.468,0.9,2.4,.361,4.7,9.4,.496,.505,2.5,3.2,.765,1.0,3.7,4.7,4.6,1.1,0.5,2.0,1.8,14.5,2024
195,Scoot Henderson,PG,19,POR,33,15,27.3,4.4,12.1,.364,1.2,3.9,.292,3.2,8.1,.399,.412,2.3,3.0,.750,0.9,2.1,3.0,4.7,0.6,0.2,3.3,3.2,12.2,2024
196,Taylor Hendricks,PF,20,UTA,13,0,13.9,1.8,4.5,.397,0.9,2.7,.343,0.8,1.8,.478,.500,0.5,0.6,.750,0.8,1.4,2.2,0.5,0.7,0.5,0.7,0.9,4.9,2024
197,Tyler Herro,SG,24,MIA,24,24,34.0,8.2,18.9,.435,3.3,8.2,.401,4.9,10.7,.461,.522,2.3,2.8,.848,0.6,4.9,5.5,4.1,1.2,0.1,2.5,1.6,22.0,2024
198,Buddy Hield,SF,31,IND,43,22,26.2,4.7,10.6,.445,2.9,7.4,.391,1.8,3.2,.568,.581,0.6,0.7,.844,0.7,2.6,3.3,2.7,0.8,0.6,1.3,2.0,13.0,2024
199,Haywood Highsmith,PF,27,MIA,29,17,21.3,2.1,5.0,.414,1.1,2.9,.365,1.0,2.1,.483,.521,0.6,0.8,.783,0.8,2.1,2.9,1.2,1.0,0.5,0.7,2.0,5.8,2024
200,Nate Hinton,SG,24,HOU,5,0,5.2,0.8,1.8,.444,0.8,1.0,.800,0.0,0.8,.000,.667,0.0,0.0,,0.4,0.6,1.0,0.2,0.0,0.0,0.2,1.0,2.4,2024
201,D'Moi Hodge,SG,25,LAL,7,0,5.9,0.7,2.1,.333,0.4,1.7,.250,0.3,0.4,.667,.433,0.1,0.3,.500,0.0,0.0,0.0,0.7,0.1,0.1,0.1,0.6,2.0,2024
202,Aaron Holiday,PG,27,HOU,40,1,16.8,2.4,5.3,.443,1.2,2.9,.397,1.2,2.4,.500,.552,0.6,0.7,.893,0.3,1.6,1.9,1.6,0.6,0.1,0.7,1.5,6.5,2024
203,Jrue Holiday,PG,33,BOS,40,40,33.8,5.0,11.0,.456,2.1,4.9,.418,3.0,6.1,.486,.549,1.2,1.4,.821,1.5,4.8,6.2,4.6,0.8,0.8,1.9,1.7,13.2,2024
204,Justin Holiday,SG,34,DEN,25,6,13.0,1.3,2.7,.493,0.8,1.9,.447,0.5,0.8,.600,.649,0.0,0.0,,0.2,1.0,1.2,1.0,0.6,0.0,0.2,1.1,3.5,2024
205,Richaun Holmes,C,30,DAL,17,1,10.1,1.4,2.7,.500,0.0,0.0,,1.4,2.7,.500,.500,0.5,1.1,.500,1.5,2.1,3.6,0.5,0.1,0.4,0.6,1.3,3.2,2024
206,Chet Holmgren,C,21,OKC,42,42,30.1,6.5,12.0,.542,1.6,4.2,.386,4.9,7.8,.625,.609,2.7,3.4,.796,1.4,5.7,7.2,2.8,0.6,2.5,1.7,2.7,17.3,2024
207,Jalen Hood-Schifino,SG,20,LAL,11,0,7.6,0.7,3.0,.242,0.1,0.8,.111,0.6,2.2,.292,.258,0.6,1.1,.583,0.2,0.7,0.9,0.6,0.3,0.1,0.6,0.9,2.2,2024
208,Al Horford,C,37,BOS,36,17,27.2,2.9,6.0,.491,1.6,3.9,.415,1.3,2.1,.635,.627,0.3,0.4,.857,1.4,5.5,6.9,2.8,0.5,1.0,0.8,1.6,7.9,2024
209,Talen Horton-Tucker,PG,23,UTA,30,11,22.0,4.1,10.0,.411,1.2,3.7,.333,2.9,6.3,.457,.473,1.6,2.0,.787,0.4,2.1,2.5,4.2,1.1,0.4,1.7,2.1,11.0,2024
210,Danuel House Jr.,SF,30,PHI,27,0,13.6,1.2,2.8,.440,0.5,1.4,.359,0.7,1.3,.528,.533,0.8,1.1,.710,0.4,1.1,1.5,0.8,0.3,0.1,0.6,1.1,3.8,2024
211,Caleb Houstan,SF,21,ORL,35,7,16.0,1.6,4.2,.378,1.4,3.9,.355,0.2,0.3,.700,.544,0.5,0.6,.773,0.6,1.1,1.7,0.7,0.3,0.0,0.4,1.3,5.1,2024
212,Jett Howard,SF,20,ORL,11,0,3.8,0.6,1.7,.368,0.4,1.3,.286,0.3,0.5,.600,.474,0.2,0.4,.500,0.1,0.4,0.5,0.3,0.0,0.1,0.2,0.1,1.8,2024
213,Kevin Huerter,SG,25,SAC,40,35,23.9,3.9,8.9,.441,2.0,5.4,.359,2.0,3.4,.569,.551,0.7,0.8,.818,0.5,3.2,3.6,2.6,0.6,0.4,0.6,2.2,10.4,2024
214,Jay Huff,C,25,DEN,5,0,2.4,0.4,0.8,.500,0.0,0.4,.000,0.4,0.4,1.000,.500,0.0,0.0,,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.6,0.8,2024
215,De'Andre Hunter,SF,26,ATL,24,24,30.3,5.1,11.0,.460,1.9,4.8,.404,3.2,6.3,.503,.547,2.8,3.1,.907,0.6,3.5,4.1,1.4,0.8,0.4,1.5,3.0,14.9,2024
216,Bones Hyland,PG,23,LAC,16,2,14.6,2.6,6.7,.393,1.3,3.4,.364,1.4,3.3,.423,.486,0.6,0.8,.833,0.1,0.8,0.9,1.8,0.5,0.1,1.3,1.4,7.1,2024
217,Joe Ingles,SF,36,ORL,30,0,18.4,1.7,4.1,.411,1.1,2.6,.410,0.6,1.5,.413,.540,0.6,0.7,.850,0.5,2.2,2.6,3.4,0.8,0.1,1.0,1.6,5.0,2024
218,Brandon Ingram,SF,26,NOP,39,39,33.2,7.9,16.2,.488,1.4,3.9,.357,6.5,12.3,.530,.532,4.2,5.2,.812,0.6,4.2,4.8,5.7,0.8,0.4,2.4,2.3,21.5,2024
219,Kyrie Irving,SG,31,DAL,27,27,33.3,9.3,19.6,.472,2.9,7.0,.411,6.4,12.6,.506,.545,3.8,4.2,.895,0.8,4.3,5.1,5.3,1.3,0.4,1.6,1.9,25.2,2024
220,Jonathan Isaac,PF,26,ORL,26,0,13.5,2.2,4.7,.455,0.6,2.0,.283,1.6,2.7,.586,.516,1.3,1.6,.786,1.1,2.8,3.9,0.4,0.8,1.1,0.5,1.2,6.2,2024
221,Jaden Ivey,SG,21,DET,39,23,26.6,5.0,11.1,.453,1.3,4.1,.316,3.7,7.1,.531,.510,3.1,4.2,.732,1.3,2.5,3.8,3.7,0.7,0.6,2.3,2.8,14.4,2024
222,Andre Jackson Jr.,SG,22,MIL,37,8,11.6,1.1,2.1,.545,0.4,0.9,.371,0.8,1.1,.690,.630,0.2,0.2,.889,1.0,1.3,2.3,0.9,0.3,0.1,0.5,2.0,2.8,2024
223,Gregory Jackson II,PF,19,MEM,11,0,12.4,2.2,4.6,.471,1.1,2.4,.462,1.1,2.3,.480,.588,1.2,1.7,.684,0.8,1.8,2.6,0.4,0.4,0.5,0.5,0.9,6.6,2024
224,Isaiah Jackson,C,22,IND,33,1,13.8,2.8,4.2,.676,0.0,0.1,.000,2.8,4.2,.686,.676,1.3,1.9,.694,1.5,2.7,4.2,0.9,0.7,1.2,0.7,2.8,7.0,2024
225,Jaren Jackson Jr.,C,24,MEM,41,41,31.6,7.5,16.3,.457,1.8,5.4,.333,5.7,10.9,.519,.513,5.1,6.1,.832,1.3,4.3,5.6,1.9,1.0,1.6,2.0,3.5,21.8,2024
226,Reggie Jackson,PG,33,DEN,44,14,23.1,4.5,9.7,.468,1.4,3.6,.381,3.1,6.0,.521,.540,1.0,1.3,.750,0.4,1.7,2.0,4.2,0.6,0.2,1.5,1.8,11.4,2024
227,Trayce Jackson-Davis,PF,23,GSW,30,3,14.4,2.9,4.3,.688,0.0,0.0,,2.9,4.3,.688,.688,1.1,1.8,.618,1.7,2.6,4.3,1.0,0.4,0.8,0.8,1.7,7.0,2024
228,LeBron James,PF,39,LAL,40,40,34.3,9.3,17.8,.520,2.2,5.5,.391,7.1,12.3,.577,.580,4.1,5.6,.740,0.9,6.3,7.2,7.4,1.3,0.6,3.4,1.1,24.8,2024
229,Jaime Jaquez Jr.,SF,22,MIA,39,15,30.2,5.4,10.6,.513,1.1,3.0,.353,4.4,7.6,.576,.563,2.1,2.5,.837,1.3,2.6,3.9,2.7,1.1,0.3,1.7,2.5,14.0,2024
230,DaQuan Jeffries,SG,26,NYK,10,0,3.0,0.5,1.2,.417,0.1,0.5,.200,0.4,0.7,.571,.458,0.0,0.2,.000,0.0,0.5,0.5,0.2,0.0,0.0,0.1,0.2,1.1,2024
231,Ty Jerome,SG,26,CLE,2,0,7.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,0.0,,0.5,0.0,0.5,1.5,0.0,0.0,0.5,1.0,2.0,2024
232,Isaiah Joe,SG,24,OKC,42,0,19.3,3.0,6.7,.454,2.1,5.0,.425,0.9,1.7,.543,.613,0.7,0.9,.833,0.4,2.1,2.5,1.2,0.7,0.3,0.6,1.2,9.0,2024
233,Cameron Johnson,PF,27,BRK,34,34,28.6,5.1,11.4,.451,2.4,6.2,.392,2.7,5.2,.523,.558,1.1,1.6,.709,1.1,3.5,4.6,2.6,0.8,0.2,0.9,1.9,13.9,2024
234,Jalen Johnson,SF,22,ATL,29,26,32.3,5.9,10.9,.543,1.1,3.1,.367,4.8,7.8,.612,.595,1.9,2.6,.743,1.2,7.0,8.2,3.0,1.3,0.9,2.1,2.4,14.9,2024
235,James Johnson,PF,36,IND,5,0,4.8,0.4,1.0,.400,0.0,0.2,.000,0.4,0.8,.500,.400,0.0,0.0,,0.2,0.6,0.8,1.0,0.8,0.0,0.4,0.8,0.8,2024
236,Keldon Johnson,SF,24,SAS,41,26,31.0,6.1,13.5,.449,1.9,5.4,.342,4.2,8.1,.520,.517,2.9,3.8,.779,1.3,4.5,5.8,3.4,0.8,0.2,1.7,2.5,16.9,2024
237,Keon Johnson,SG,21,BRK,1,0,21.0,3.0,8.0,.375,2.0,4.0,.500,1.0,4.0,.250,.500,4.0,4.0,1.000,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,2024
238,Keyontae Johnson,SF,23,OKC,2,0,11.5,1.0,3.0,.333,0.0,0.5,.000,1.0,2.5,.400,.333,0.0,0.0,,0.5,1.0,1.5,1.0,0.0,0.0,1.0,0.5,2.0,2024
239,Nikola Jokić,C,28,DEN,43,43,33.6,10.2,17.3,.587,1.0,2.9,.350,9.2,14.4,.634,.616,4.8,5.8,.823,3.0,8.9,11.9,9.1,1.2,0.9,2.9,2.6,26.1,2024
240,Colby Jones,SG,21,SAC,15,0,7.3,1.1,2.8,.381,0.1,0.9,.077,1.0,1.9,.517,.393,0.1,0.2,.667,0.6,0.8,1.4,0.6,0.3,0.1,0.3,1.0,2.3,2024
241,Damian Jones,C,28,CLE,18,0,5.7,0.7,1.3,.522,0.1,0.3,.333,0.6,0.9,.588,.565,0.2,0.3,.800,0.2,0.8,1.0,0.2,0.2,0.2,0.3,0.6,1.7,2024
242,Derrick Jones Jr.,SF,26,DAL,41,40,26.0,3.8,7.8,.488,1.4,4.0,.355,2.4,3.8,.630,.580,1.4,1.8,.747,1.2,2.5,3.7,1.0,0.9,0.9,0.9,1.9,10.4,2024
243,Herbert Jones,SF,25,NOP,40,40,28.8,3.8,7.8,.481,1.3,3.4,.378,2.5,4.4,.559,.563,1.9,2.2,.852,1.1,2.5,3.6,2.5,1.2,1.0,1.2,2.8,10.7,2024
244,Tre Jones,PG,24,SAS,39,10,25.3,3.7,7.5,.498,0.6,2.2,.264,3.2,5.3,.597,.538,1.4,1.5,.898,0.7,2.5,3.2,5.5,0.9,0.1,1.4,1.3,9.4,2024
245,Tyus Jones,PG,27,WAS,42,42,28.3,5.2,10.3,.510,1.6,3.8,.421,3.6,6.5,.563,.588,0.5,0.7,.750,0.3,2.5,2.9,6.0,1.2,0.3,0.9,0.7,12.6,2024
246,DeAndre Jordan,C,35,DEN,20,1,12.6,1.9,2.9,.649,0.0,0.0,,1.9,2.9,.649,.649,1.0,2.2,.455,1.7,3.3,5.0,0.9,0.3,0.5,0.9,1.9,4.7,2024
247,Cory Joseph,PG,32,GSW,21,0,10.7,0.6,2.3,.271,0.3,1.5,.194,0.3,0.8,.412,.333,0.2,0.3,.571,0.2,0.7,0.9,1.7,0.2,0.1,0.5,0.9,1.7,2024
248,Nikola Jović,PF,20,MIA,17,12,18.2,2.1,5.2,.409,1.1,2.5,.419,1.1,2.6,.400,.511,0.6,1.2,.550,0.9,3.8,4.6,2.1,0.4,0.4,1.0,2.2,5.9,2024
249,Johnny Juzang,SG,22,UTA,1,0,4.0,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024
250,Luke Kennard,SG,27,MEM,20,8,24.4,3.5,8.0,.431,2.6,6.1,.426,0.9,1.9,.447,.594,0.9,1.0,.895,0.4,2.7,3.1,3.0,0.5,0.1,0.9,1.0,10.4,2024
251,Walker Kessler,C,22,UTA,36,13,24.0,3.8,5.9,.648,0.1,0.4,.250,3.7,5.5,.680,.657,0.8,1.5,.491,2.7,5.1,7.7,0.8,0.5,2.7,1.1,2.2,8.5,2024
252,Braxton Key,SF,26,DEN,13,0,3.4,0.4,1.1,.357,0.1,0.3,.250,0.3,0.8,.400,.393,0.3,0.4,.800,0.2,0.6,0.8,0.6,0.2,0.0,0.1,0.3,1.2,2024
253,Corey Kispert,SF,24,WAS,41,1,21.7,4.0,8.4,.478,2.0,5.3,.369,2.1,3.1,.664,.594,1.5,1.9,.772,0.3,1.9,2.2,1.5,0.3,0.2,1.0,1.6,11.5,2024
254,Maxi Kleber,C,32,DAL,9,2,18.6,1.2,3.6,.344,0.6,2.1,.263,0.7,1.4,.462,.422,1.0,1.4,.692,0.7,2.8,3.4,1.7,0.2,0.8,0.9,2.2,4.0,2024
255,Kevin Knox,SF,24,DET,25,9,18.8,3.1,6.4,.481,1.2,3.3,.361,1.9,3.1,.610,.575,0.7,0.8,.895,0.6,1.8,2.4,0.8,0.4,0.3,0.6,1.6,8.0,2024
256,John Konchar,SF,27,MEM,34,5,17.1,1.1,3.1,.364,0.6,1.9,.288,0.6,1.2,.488,.453,0.3,0.4,.750,1.0,2.8,3.8,1.6,0.7,0.9,0.5,1.0,3.1,2024
257,Furkan Korkmaz,SG,26,PHI,27,0,6.9,0.6,1.7,.362,0.2,0.8,.273,0.4,0.9,.440,.426,0.3,0.4,.700,0.0,0.5,0.6,0.5,0.4,0.0,0.3,0.4,1.7,2024
258,Luke Kornet,C,28,BOS,31,2,14.9,2.1,3.0,.691,0.0,0.0,,2.1,3.0,.691,.691,0.7,0.8,.875,1.8,2.0,3.8,0.9,0.4,1.0,0.5,1.4,4.9,2024
259,Jonathan Kuminga,PF,21,GSW,39,15,23.1,5.1,9.9,.513,0.8,2.6,.307,4.3,7.3,.586,.553,2.7,3.7,.712,1.2,3.1,4.3,1.5,0.6,0.3,1.4,2.2,13.6,2024
260,Kyle Kuzma,PF,28,WAS,42,42,31.3,8.5,18.7,.455,2.3,6.7,.343,6.2,12.0,.518,.517,2.5,3.2,.785,1.0,5.3,6.4,4.3,0.5,0.6,2.6,2.0,21.8,2024
261,Jock Landale,C,28,HOU,24,0,9.0,0.8,2.2,.358,0.1,0.7,.118,0.7,1.5,.472,.377,0.4,0.5,.750,1.0,0.8,1.9,0.5,0.3,0.4,0.4,0.8,2.0,2024
262,Jake LaRavia,PF,22,MEM,11,0,11.1,1.5,3.9,.372,0.5,2.2,.208,1.0,1.7,.579,.430,0.3,0.4,.750,0.6,0.8,1.5,0.5,0.1,0.1,0.4,1.7,3.6,2024
263,Zach LaVine,SG,28,CHI,25,23,34.9,6.8,15.0,.452,2.4,6.8,.349,4.4,8.3,.536,.531,3.5,4.1,.854,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3,19.5,2024
264,A.J. Lawson,SG,23,DAL,19,0,9.9,1.6,3.5,.470,0.6,1.7,.333,1.1,1.7,.606,.553,0.6,0.8,.733,0.5,0.8,1.3,0.5,0.5,0.1,0.5,0.7,4.4,2024
265,Saben Lee,PG,24,PHO,11,0,6.8,0.8,1.9,.429,0.0,0.5,.000,0.8,1.5,.563,.429,1.2,1.5,.765,0.5,0.6,1.1,1.1,0.3,0.3,0.5,0.5,2.8,2024
266,Alex Len,C,30,SAC,17,0,8.8,1.1,1.7,.621,0.0,0.1,.000,1.1,1.6,.667,.621,0.2,0.6,.400,1.4,1.9,3.3,1.1,0.2,0.5,0.6,1.1,2.4,2024
267,Kawhi Leonard,SF,32,LAC,37,37,34.6,8.8,17.0,.518,2.3,5.2,.445,6.5,11.8,.549,.585,3.8,4.4,.877,1.0,5.0,6.0,3.6,1.6,0.8,1.6,1.6,23.7,2024
268,Caris LeVert,SG,29,CLE,31,1,28.8,5.7,13.6,.423,2.0,5.7,.347,3.8,7.9,.478,.495,2.5,3.4,.743,0.5,3.1,3.5,4.1,1.0,0.4,1.5,1.6,16.0,2024
269,Kira Lewis Jr.,PG,22,NOP,15,0,9.6,1.1,3.5,.308,0.1,1.3,.100,0.9,2.1,.438,.327,0.7,0.7,.909,0.3,0.7,0.9,1.2,0.3,0.1,0.5,0.5,2.9,2024
270,Maxwell Lewis,SF,21,LAL,14,0,4.3,0.1,0.6,.111,0.1,0.2,.333,0.0,0.4,.000,.167,0.0,0.0,,0.1,0.1,0.2,0.2,0.1,0.0,0.4,0.1,0.2,2024
271,E.J. Liddell,PF,23,NOP,6,0,2.8,0.2,0.8,.200,0.0,0.7,.000,0.2,0.2,1.000,.200,0.3,0.3,1.000,0.0,0.5,0.5,0.2,0.0,0.3,0.3,0.3,0.7,2024
272,Damian Lillard,PG,33,MIL,40,40,35.3,7.4,17.4,.427,3.0,8.6,.351,4.4,8.8,.503,.514,7.4,8.0,.922,0.5,3.8,4.4,6.9,1.1,0.2,2.4,1.6,25.3,2024
273,Nassir Little,SF,23,PHO,25,2,14.7,1.8,3.7,.484,0.6,2.0,.314,1.2,1.7,.690,.570,0.7,0.8,.850,0.6,1.8,2.4,0.6,0.4,0.3,0.5,1.2,4.9,2024
274,Dereck Lively II,C,19,DAL,32,31,25.3,4.0,5.4,.740,0.0,0.1,.000,4.0,5.3,.749,.740,0.8,1.4,.568,2.9,4.9,7.8,1.3,0.6,1.4,1.2,2.9,8.8,2024
275,Isaiah Livers,PF,25,DET,23,6,20.4,1.7,5.0,.345,1.0,3.3,.286,0.8,1.7,.462,.440,0.5,0.8,.667,0.7,1.4,2.1,1.1,0.6,0.2,0.7,1.9,5.0,2024
276,Chris Livingston,SF,20,MIL,12,0,4.8,0.6,1.0,.583,0.1,0.1,1.000,0.5,0.9,.545,.625,0.2,0.2,1.000,0.2,0.8,1.0,0.3,0.2,0.0,0.3,0.4,1.4,2024
277,Kenneth Lofton Jr.,PF,21,TOT,16,0,6.4,0.9,2.4,.359,0.2,0.6,.300,0.7,1.8,.379,.397,0.5,0.9,.533,0.1,0.9,1.1,0.9,0.2,0.2,0.5,0.9,2.4,2024
277,Kenneth Lofton Jr.,PF,21,MEM,15,0,6.6,0.9,2.5,.378,0.2,0.7,.300,0.7,1.8,.407,.419,0.5,1.0,.533,0.1,0.9,1.0,0.9,0.2,0.2,0.4,1.0,2.6,2024
277,Kenneth Lofton Jr.,PF,21,PHI,1,0,4.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2024
278,Kevon Looney,C,27,GSW,40,34,20.5,2.4,3.8,.618,0.0,0.0,,2.4,3.8,.618,.618,1.0,1.4,.704,2.6,4.5,7.1,2.4,0.5,0.3,0.7,2.5,5.7,2024
279,Brook Lopez,C,35,MIL,43,43,31.5,4.9,10.0,.491,1.6,4.9,.332,3.3,5.1,.644,.572,1.5,1.8,.810,1.5,3.9,5.4,1.6,0.6,2.9,0.9,2.7,12.9,2024
280,Robin Lopez,C,35,MIL,11,0,2.9,0.3,0.6,.429,0.2,0.5,.400,0.1,0.2,.500,.571,0.2,0.2,1.000,0.1,0.2,0.3,0.3,0.0,0.1,0.1,0.3,0.9,2024
281,Kevin Love,PF,35,MIA,33,5,18.7,3.1,7.0,.443,1.6,4.8,.344,1.5,2.2,.658,.561,2.0,2.5,.774,1.2,5.5,6.6,2.5,0.4,0.2,0.8,1.9,9.8,2024
282,Kyle Lowry,PG,37,MIA,37,35,28.0,2.8,6.5,.426,1.7,4.4,.385,1.1,2.2,.506,.554,0.9,1.1,.833,0.7,2.8,3.5,4.0,1.1,0.4,1.4,2.5,8.2,2024
283,Seth Lundy,SF,23,ATL,8,0,6.1,0.5,2.0,.250,0.4,1.6,.231,0.1,0.4,.333,.344,0.4,0.5,.750,0.1,0.5,0.6,0.0,0.0,0.0,0.1,0.8,1.8,2024
284,Trey Lyles,PF,28,SAC,28,0,20.3,2.4,5.4,.447,1.5,4.0,.387,0.9,1.4,.615,.590,0.7,1.1,.625,1.0,3.9,4.9,1.3,0.1,0.3,0.6,1.6,7.0,2024
285,Théo Maledon,PG,22,CHO,13,1,15.4,1.5,5.1,.288,0.4,2.3,.167,1.1,2.8,.389,.326,0.8,0.9,.917,0.3,1.5,1.8,2.2,0.5,0.0,1.2,1.4,4.2,2024
286,Sandro Mamukelashvili,C,24,SAS,24,0,7.1,0.9,2.3,.393,0.3,1.3,.258,0.6,1.0,.560,.464,0.5,0.7,.750,0.7,1.4,2.0,1.0,0.2,0.3,0.3,0.8,2.7,2024
287,Terance Mann,SG,27,LAC,35,31,25.1,2.8,6.3,.439,0.9,3.1,.296,1.9,3.2,.575,.511,0.8,1.1,.763,1.2,2.1,3.2,1.8,0.6,0.3,0.6,1.8,7.3,2024
288,Tre Mann,PG,22,OKC,13,0,9.2,1.5,3.1,.500,0.6,1.5,.421,0.9,1.6,.571,.600,0.1,0.1,1.000,0.3,1.5,1.8,1.5,0.2,0.0,0.7,0.2,3.8,2024
289,Boban Marjanović,C,35,HOU,6,0,6.2,1.2,3.0,.389,0.0,0.3,.000,1.2,2.7,.438,.389,0.0,0.3,.000,0.8,1.7,2.5,0.7,0.0,0.2,0.0,0.7,2.3,2024
290,Lauri Markkanen,PF,26,UTA,34,34,32.7,8.0,16.1,.496,3.1,8.0,.393,4.8,8.1,.599,.594,4.9,5.6,.874,2.4,6.4,8.9,1.9,0.9,0.6,1.1,1.9,24.0,2024
291,Naji Marshall,SF,26,NOP,34,1,18.5,2.7,5.9,.455,0.9,2.4,.383,1.8,3.6,.504,.532,1.5,1.9,.825,1.1,2.6,3.6,1.9,0.6,0.2,1.1,1.5,7.9,2024
292,Caleb Martin,SF,28,MIA,26,12,26.8,4.0,8.9,.453,1.2,3.0,.385,2.9,5.9,.487,.517,1.3,1.7,.733,1.2,3.7,4.8,2.3,0.7,0.3,1.3,2.0,10.5,2024
293,Cody Martin,SF,28,CHO,11,5,26.0,2.6,7.4,.358,1.0,3.2,.314,1.6,4.2,.391,.426,0.5,1.1,.500,1.1,2.1,3.2,2.5,1.5,1.0,1.2,1.7,6.8,2024
294,KJ Martin,SF,23,TOT,28,0,7.0,0.8,1.8,.469,0.0,0.3,.125,0.8,1.5,.537,.480,0.2,0.4,.500,0.2,0.6,0.8,0.5,0.4,0.0,0.2,1.0,1.9,2024
294,KJ Martin,SF,23,LAC,2,0,15.5,2.0,5.0,.400,0.5,2.5,.200,1.5,2.5,.600,.450,0.5,1.0,.500,0.5,1.0,1.5,0.5,1.0,0.5,1.0,1.5,5.0,2024
294,KJ Martin,SF,23,PHI,26,0,6.3,0.7,1.5,.487,0.0,0.1,.000,0.7,1.4,.528,.487,0.2,0.3,.500,0.2,0.5,0.7,0.5,0.3,0.0,0.2,1.0,1.6,2024
295,Garrison Mathews,SG,27,ATL,29,3,12.7,1.2,2.6,.486,1.2,2.4,.486,0.1,0.1,.500,.716,0.0,0.2,.200,0.2,1.0,1.3,0.5,0.3,0.1,0.5,1.6,3.7,2024
296,Bennedict Mathurin,SF,21,IND,43,14,25.5,5.0,11.0,.457,1.3,3.6,.359,3.7,7.4,.503,.515,2.9,3.5,.829,1.0,2.7,3.7,1.9,0.6,0.2,1.6,2.0,14.3,2024
297,Wesley Matthews,SG,37,ATL,19,1,11.2,0.5,2.1,.256,0.3,1.6,.200,0.2,0.5,.444,.333,0.7,1.0,.737,0.2,1.2,1.4,0.6,0.5,0.2,0.3,1.4,2.1,2024
298,Tyrese Maxey,PG,23,PHI,41,41,37.7,8.9,19.7,.449,3.1,8.2,.379,5.7,11.5,.499,.528,4.9,5.7,.860,0.6,3.1,3.7,6.7,1.0,0.5,1.6,2.1,25.8,2024
299,Skylar Mays,PG-SG,26,TOT,24,5,15.9,2.5,6.2,.399,0.7,2.1,.314,1.8,4.0,.443,.453,0.5,0.7,.765,0.4,1.2,1.6,3.3,0.7,0.1,0.8,1.0,6.1,2024
299,Skylar Mays,PG,26,POR,21,5,17.0,2.5,6.6,.384,0.7,2.3,.286,1.9,4.2,.438,.435,0.6,0.8,.765,0.4,1.3,1.8,3.6,0.7,0.1,0.9,1.0,6.3,2024
299,Skylar Mays,SG,26,LAL,3,0,8.7,2.0,3.3,.600,0.7,0.7,1.000,1.3,2.7,.500,.700,0.0,0.0,,0.3,0.3,0.7,1.3,0.7,0.0,0.0,1.0,4.7,2024
300,Miles McBride,PG,23,NYK,30,2,9.4,1.6,3.5,.448,0.9,2.2,.431,0.6,1.3,.475,.581,0.3,0.3,.800,0.1,0.6,0.7,0.9,0.4,0.1,0.3,1.0,4.3,2024
301,CJ McCollum,PG,32,NOP,29,29,32.0,7.0,14.9,.467,3.4,7.9,.434,3.6,7.1,.502,.581,2.1,2.6,.789,0.6,3.7,4.3,5.1,1.2,0.8,1.5,2.1,19.4,2024
302,T.J. McConnell,PG,31,IND,35,3,16.7,3.5,6.7,.524,0.0,0.5,.063,3.5,6.2,.558,.526,0.9,1.2,.738,0.5,2.1,2.6,5.4,1.1,0.1,1.4,0.9,7.9,2024
303,Jaden McDaniels,SF,23,MIN,33,32,28.5,4.5,8.7,.517,1.3,3.3,.382,3.2,5.4,.601,.590,0.7,0.9,.733,0.6,1.9,2.5,1.3,0.8,0.5,1.2,3.1,11.0,2024
304,Jalen McDaniels,SF,26,TOR,27,0,9.1,1.1,3.3,.337,0.3,1.6,.182,0.8,1.7,.489,.382,0.5,0.7,.700,0.3,1.0,1.2,0.5,0.4,0.1,0.3,0.9,3.0,2024
305,Doug McDermott,SF,32,SAS,38,0,15.5,2.1,4.7,.447,1.7,3.8,.448,0.4,0.9,.444,.626,0.3,0.4,.667,0.2,0.9,1.1,1.2,0.3,0.1,0.5,1.1,6.2,2024
